"subregion","region","pop","high","college","income","poppermile","establishments","employees","ipaddr"
"gwinnett","georgia",842046,87.1,34.7,63076,1871.2,20920,285475,4553101
"haakon","south dakota",1939,93,17.2,49432,1.1,85,597,509
"habersham","georgia",43520,76.7,18.1,41222,155.5,798,11288,14204
"hale","alabama",15388,71,10,29236,24.5,189,2151,2672
"hale","texas",36385,69.7,13.9,39335,36.1,712,11275,8861
"halifax","north carolina",54006,74.3,11.5,31370,75.5,1016,12624,17770
"halifax","virginia",35849,74.6,14.1,34889,44.3,746,10547,12854
"hall","georgia",185416,78,22.1,52050,457.5,3860,59760,147269
"hall","nebraska",60345,83.4,16.6,47469,107.3,1824,30143,22924
"hall","texas",3293,73.6,14.3,32059,3.8,72,529,1276
"hamblen","tennessee",62746,78.5,15.7,39604,388,1303,26216,38541
"hamilton","florida",14708,74.8,8.4,36683,28.8,177,2434,1908
"hamilton","illinois",8370,82.3,13,39000,19.5,196,1294,2420
"hamilton","indiana",289495,96,54.4,84449,696.4,7504,101163,395328
"hamilton","iowa",15344,89.9,16.6,46603,27.2,400,5155,3760
"hamilton","kansas",2639,79.7,13.6,41351,2.7,69,528,1277
"hamilton","nebraska",9011,94,22.3,54980,16.8,298,2501,9191
"hamilton","new york",4778,88.8,25.6,51142,2.8,196,814,7267
"hamilton","ohio",802038,87.9,32.9,49218,1976.7,21004,449518,5784889
"hamilton","tennessee",345545,85.8,27.4,45826,620.3,8506,172601,549616
"hamilton","texas",8307,82.6,22.2,40757,10.2,207,2021,5486
"hamlin","south dakota",5918,88.4,18.2,47771,11.6,157,966,3573
"hampden","massachusetts",465923,83.5,23.9,48866,751,9652,163486,445940
"hampshire","massachusetts",159795,92.3,42,60331,299.8,3459,55451,379375
"hampshire","west virginia",23709,77.6,8.8,29001,37.4,333,2631,12106
"hampton","south carolina",20726,76.6,11.3,35914,37.7,370,3559,3483
"hampton","virginia",136836,89.1,22.5,51083,2673.2,2373,41368,168730
"hancock","georgia",8996,74.8,13.8,24483,20,75,680,14841
"hancock","illinois",18891,90.5,18.9,43567,24.1,406,2783,11997
"hancock","indiana",70933,91.7,24.8,62184,228.8,1364,16545,39100
"hancock","iowa",11134,89.7,15.5,48996,19.9,293,2965,7400
"hancock","kentucky",8677,84.7,10.9,47895,45.6,131,3385,2904
"hancock","maine",54558,91.7,31.4,47421,34.3,2155,16589,25351
"hancock","mississippi",45255,84.7,23,42591,92.7,705,12237,47486
"hancock","ohio",75671,90.8,24.2,49888,140.7,1715,38122,55989
"hancock","tennessee",6720,69.5,7.6,22052,30.7,57,459,1914
"hancock","west virginia",30305,88.2,15.5,38369,371.3,602,9559,16146
"hand","south dakota",3388,87.1,17.9,44375,2.4,120,958,1149
"hanover","virginia",100668,91.3,33.7,77506,213.1,2994,39163,101836
"hansford","texas",5521,75.6,21.4,52610,6.1,151,1198,5364
"hanson","south dakota",3377,87.5,21,47700,7.7,59,241,388
"haralson","georgia",28400,71.2,12,38664,102,416,4798,19741
"hardee","florida",27514,63.2,9.3,38046,43.5,397,4122,13541
"hardeman","tennessee",26533,71.2,10.6,32601,40.8,358,5261,7938
"hardeman","texas",4082,81,17.5,36568,6,81,805,2612
"hardin","illinois",4258,78.9,10.6,30875,24.3,69,755,1243
"hardin","iowa",17302,90.4,19.8,46930,30.8,560,5540,11905
"hardin","kentucky",107025,87.4,19.3,48743,169.3,2273,34015,99827
"hardin","ohio",31627,86.6,13.9,39945,68.1,454,6658,79322
"hardin","tennessee",25950,74.3,9.8,32131,45.1,493,6382,16146
"hardin","texas",55190,86.1,14.9,54588,61.3,782,8514,27322
"harding","new mexico",707,88.4,16.3,30208,0.3,10,NA,1789
"harding","south dakota",1316,88,31.2,46797,0.5,38,339,255
"hardy","west virginia",13866,79.8,9.3,33060,24.1,245,4964,9315
"harford","maryland",248622,91.3,30.9,79953,560.1,5303,65877,253314
"harlan","kentucky",28543,69.1,11,26914,62.9,456,6433,16430
"harlan","nebraska",3410,91,17.5,45396,6.2,96,613,1526
"harmon","oklahoma",2906,76.1,18.4,31211,5.4,51,446,254
"harnett","north carolina",122135,81.7,16.9,42965,192.7,1602,18107,247070
"harney","oregon",7212,88.8,16.4,38702,0.7,202,1263,729
"harper","kansas",5911,86.9,16.7,42021,7.5,203,1661,3308
"harper","oklahoma",3676,83.9,14,44850,3.5,103,593,1531
"harris","georgia",32550,88.9,27.7,67299,69,377,3590,45253
"harris","texas",4253700,77.9,27.9,52675,2402.4,91945,1780376,27583956
"harrison","indiana",39134,87.5,14.8,52263,81.2,660,8812,12414
"harrison","iowa",14548,91.2,15.9,53750,21.4,354,2954,7402
"harrison","kentucky",18624,80.2,12.6,38690,61.5,287,3956,12945
"harrison","mississippi",194029,83.8,20.5,44550,326,4167,68421,134951
"harrison","missouri",8728,83.3,8.1,35915,12.4,228,1958,4994
"harrison","ohio",15714,85,8.6,36920,39.4,269,2474,9255
"harrison","texas",67450,84.7,17.9,45357,72.9,1316,19287,77729
"harrison","west virginia",69141,84.8,18,40556,166.1,1812,27041,149845
"hart","georgia",25518,77.1,14.9,35685,108.5,387,5047,19804
"hart","kentucky",18366,68.6,8.6,31858,44.2,272,3818,8162
"hartford","connecticut",897259,87.3,33.9,64007,1216.2,22470,432172,2196830
"hartley","texas",6144,77.7,22,69414,4.1,104,1008,1021
"harvey","kansas",34852,89.8,25.7,48880,64.3,788,12369,27746
"haskell","kansas",4256,73.1,15.8,49760,7.4,117,833,2415
"haskell","oklahoma",12938,77.4,11.9,37326,22.1,223,2698,3571
"haskell","texas",5901,78.9,12.9,39578,6.5,139,1019,5621
"hawkins","tennessee",56587,79,12.4,36795,116.7,591,8673,14504
"hayes","nebraska",953,89.4,14.8,45536,1.4,20,53,510
"hays","texas",168990,88.6,35.5,58247,231.7,3224,40584,212350
"haywood","north carolina",58908,84.4,22.3,41768,106.6,1371,13912,43952
"haywood","tennessee",18240,75.5,12.6,33504,35.2,319,4598,12277
"heard","georgia",11633,69.5,7,39167,40,117,1161,5749
"hemphill","texas",4080,82.5,17.9,54360,4.2,163,1491,4664
"hempstead","arkansas",22373,80.5,14.5,34885,31.1,394,6716,9593
"henderson","illinois",7043,87.2,15.3,47944,19.3,103,659,3956
"henderson","kentucky",46513,84.7,16.5,41473,105.9,1025,16126,24632
"henderson","north carolina",108266,87.2,27.5,47371,286.1,2514,29509,61714
"henderson","tennessee",28023,80.9,12.2,37627,53.4,488,6425,7399
"henderson","texas",79094,79.8,14.5,41242,89.9,1246,13073,44725
"hendricks","indiana",150434,93.4,31.6,68192,357.4,2839,47014,107771
"hendry","florida",37447,63.5,9.4,37989,34,540,5712,8426
"hennepin","minnesota",1184576,92.1,44.7,62966,2081.7,38620,797765,5514390
"henrico","virginia",314932,89.3,39.2,61206,1313.4,8608,158151,1847077
"henry","alabama",17287,76.4,14.8,39948,30.8,300,2739,10325
"henry","georgia",209053,89.7,25.2,64251,633,3266,41605,201387
"henry","illinois",50155,87.7,20.3,50698,61.3,1088,13159,33145
"henry","indiana",49345,84.5,13.9,40519,126.2,820,10420,19463
"henry","iowa",20236,90.6,19.7,43510,46.4,506,7800,17643
"henry","kentucky",15318,79.8,13.8,42506,53.9,204,1884,2913
"henry","missouri",22153,85.2,15.2,36944,32,592,6621,8718
"henry","ohio",28045,89.4,14.4,48932,67.8,569,8117,21910
"henry","tennessee",32341,81.4,15.1,36463,57.5,700,8524,20979
"henry","virginia",52969,74.4,11.3,33695,141.6,836,11473,38591
"herkimer","new york",64508,87.4,18.5,42680,45.7,1157,11659,259057
"hernando","florida",173422,86,16.2,42700,365.6,2854,29140,145721
"hertford","north carolina",24438,74.4,14.7,31969,69.9,476,6989,75456
"hettinger","north dakota",2553,85.4,18.9,41179,2.2,94,454,254
"hickman","kentucky",4754,77.7,13.8,37535,20.2,79,1211,780
"hickman","tennessee",24170,76.5,10.9,43935,40.3,253,2296,8442
"hickory","missouri",9391,82.1,9,28850,24.1,140,664,5367
"hidalgo","new mexico",4794,79.4,16.6,35532,1.4,90,738,1528
"hidalgo","texas",806552,60.3,15.3,32479,493.2,11206,169833,575124
"highland","ohio",42998,80.6,10.4,40423,78.8,654,8051,19412
"highland","virginia",2245,75.9,22.1,43045,5.6,83,365,3706
"highlands","florida",98128,79.3,14.5,34913,97.2,1903,19530,49882
"hill","montana",16366,91.3,21.8,46724,5.6,534,5091,16985
"hill","texas",35115,78.5,15,39944,36.6,647,6773,19663
"hillsborough","florida",1277746,86,29,50195,1204.9,32023,499099,1524995
"hillsborough","new hampshire",402922,90.5,34.6,70591,457.4,10635,176356,787843
"hillsdale","michigan",46229,86.7,14.2,43139,78.1,797,11141,33142
"hinds","mississippi",248643,84,27.7,39290,282,5550,94530,345111
"hinsdale","colorado",810,95.1,41.5,77321,0.8,74,201,269
"hitchcock","nebraska",2887,90.2,12.8,36920,4.1,67,427,4725
"hocking","ohio",29273,85.6,12.1,42227,69.7,478,5114,18495
"hockley","texas",23072,75.2,18.2,48201,25.2,504,5952,23610
"hodgeman","kansas",1963,90.1,23.6,44176,2.2,52,275,1147
"hoke","north carolina",50536,82.4,16.1,46540,120.2,405,5443,26978
"holmes","florida",19804,72,10.1,33510,41.6,276,1907,6822
"holmes","mississippi",18796,69.5,11.8,22259,25.4,248,1995,3355
"holmes","ohio",43025,56.4,9.3,44746,100.3,1096,15788,34872
"holt","missouri",4655,89.6,15.5,41737,10.6,131,879,2294
"holt","nebraska",10396,90.1,16.6,46292,4.3,419,3191,7057
"hood","texas",52044,85.7,23.6,54002,121.7,1206,12115,41645
"hood river","oregon",22584,82.5,26.5,54109,42.8,938,8501,23811
"hooker","nebraska",727,94.1,26.5,39125,1,31,109,0
"hopkins","kentucky",46718,79.9,13.4,39187,86.6,955,14563,47037
"hopkins","texas",35469,79.2,16.6,42844,45.8,726,9605,9667
"horry","south carolina",282285,87.4,21.9,42877,237.5,8048,93009,202040
"hot spring","arkansas",33394,81.2,12.3,38188,53.5,485,5974,25580
"hot springs","wyoming",4822,88.1,19.8,43063,2.4,194,1672,3575
"houghton","michigan",36520,90.4,27.1,34625,36.3,900,8721,90151
"houston","alabama",103402,82.9,18.8,41766,175.1,2746,43457,64957
"houston","georgia",146136,87.5,24.5,55738,372.5,2280,34278,110876
"houston","minnesota",18837,90.6,22.7,53017,34.5,437,4028,11630
"houston","tennessee",8413,81.3,9.6,34942,42.1,102,1109,5715
"houston","texas",23161,78.7,14,32437,19.3,357,3533,6625
"howard","arkansas",13735,77.1,12.7,37146,23.4,290,5838,1660
"howard","indiana",82849,87.1,19.7,45022,282.4,1790,28734,122735
"howard","iowa",9563,87,12.8,45682,20.2,268,2880,5641
"howard","maryland",299430,94.9,58.7,105692,1144.9,8547,152384,418673
"howard","missouri",10169,85.3,23.8,46991,21.9,192,1870,4186
"howard","nebraska",6336,90.8,15.5,46358,11,143,960,1273
"howard","texas",35408,72.2,10.8,41887,38.9,703,9592,21343
"howell","missouri",40629,83.4,15.7,35625,43.6,1077,12678,16911
"hubbard","minnesota",20347,91.5,22.3,45733,22.1,564,4319,9296
"hudson","new jersey",652302,81.1,35.3,57660,13731.4,12645,204041,1436811
"hudspeth","texas",3337,53.1,10.7,22634,0.8,38,281,11131
"huerfano","colorado",6596,83.2,25,29737,4.2,163,1283,938
"hughes","oklahoma",13836,76.3,11.4,33895,17.4,226,2519,3965
"hughes","south dakota",17450,93.4,34.9,58082,23,675,6313,54
"humboldt","california",134827,90.2,26.3,40376,37.7,3304,33551,139897
"humboldt","iowa",9729,88.2,16.4,48075,22.6,329,3352,5497
"humboldt","nevada",17048,81.6,13.4,54943,1.7,396,6525,8706
"humphreys","mississippi",9189,64.7,10.9,25730,22.4,157,2078,11371
"humphreys","tennessee",18275,83.1,13.5,41810,34.9,337,4118,6723
"hunt","texas",87079,80.6,17.3,45253,102.5,1371,21323,54815
"hunterdon","new jersey",127050,94,48,103879,300,3853,44265,187484
"huntingdon","pennsylvania",45943,86.6,13.8,43026,52.5,830,10326,65122
"huntington","indiana",36987,88.2,15.6,47137,97,876,12824,11949
"huron","michigan",32463,85.1,14,40200,39.6,952,10037,17014
"huron","ohio",59280,86.9,12.3,48358,121.3,1164,16876,37905
"hutchinson","south dakota",7187,81.4,26.1,42386,9,238,2069,2811
"hutchinson","texas",21922,83.5,12.2,44120,25,478,6372,9764
"hyde","north carolina",5859,75.7,10.7,40753,9.5,153,859,10997
"hyde","south dakota",1437,86.6,17.5,43906,1.7,41,522,2042
"iberia","louisiana",73999,76,12.9,42989,127.6,1727,29002,45430
"iberville","louisiana",33228,73.6,12,43195,54,535,8856,19438
"ida","iowa",7108,89.5,18.6,43918,16.4,244,2757,4082
"idaho","idaho",16308,87.8,13.9,36706,1.9,465,2974,13280
"imperial","california",176948,63.4,12.8,39402,41.8,2350,29516,118326
"independence","arkansas",37025,81.5,13.2,34878,48,784,14820,14312
"indian river","florida",140567,86.9,26.4,46363,274.5,3840,37876,90601
"indiana","pennsylvania",88218,87,20.8,41424,107.5,1921,27039,101611
"ingham","michigan",281723,90.6,35.4,45758,505.1,6201,100273,1372594
"inyo","california",18495,88.8,22.5,49571,1.8,531,5149,4701
"ionia","michigan",63941,86.6,13.4,46958,111.9,873,10028,41093
"iosco","michigan",25357,85.1,13.7,36445,47.1,619,5746,13673
"iowa","iowa",16189,92.9,21,57476,27.9,482,7945,20189
"iowa","wisconsin",23807,92,21.7,55625,31.1,538,8557,10333
"iredell","north carolina",162708,84,22.6,51139,277.8,4231,57570,204639
"irion","texas",1573,81,10.8,45250,1.5,44,356,637
"iron","michigan",11587,88.8,16.3,35390,10.1,363,2568,8302
"iron","missouri",10374,76.4,10.7,32029,19.3,342,2107,945
"iron","utah",46750,91.5,27.1,42226,14,1182,11029,105972
"iron","wisconsin",5934,89.3,19,37413,7.8,216,1441,763
"iroquois","illinois",29240,87.7,13.7,48248,26.6,712,6514,23972
"irwin","georgia",9600,76,7.5,40379,26.9,140,1630,3948
"isabella","michigan",70617,89.6,25.7,36815,122.8,1412,19928,182814
"isanti","minnesota",38248,91.6,16.5,58721,86.8,775,8171,29256
"island","washington",79177,94.9,30.4,59328,376.6,1696,11702,95136
"isle of wight","virginia",35399,86,25.2,64925,111.8,640,7844,25451
"issaquena","mississippi",1386,59.9,4.2,22396,3.4,10,99,0
"itasca","minnesota",45221,92.5,21.2,47106,16.9,1170,13124,26053
"itawamba","mississippi",23340,74,11.3,37769,43.9,339,4270,7984
"izard","arkansas",13474,80.1,12.7,31865,23.6,209,1981,12523
"jack","texas",8983,80.6,12.2,46136,9.9,206,2356,3442
"jackson","alabama",53019,74.4,13.5,36383,49.4,845,11683,18571
"jackson","arkansas",17600,75.3,8,31352,28.4,314,3692,6261
"jackson","colorado",1348,90.1,21.8,48571,0.9,62,369,262
"jackson","florida",48968,79.1,13.6,39869,54.2,780,8842,37045
"jackson","georgia",60571,79.4,17.6,52883,178.1,1136,15519,65495
"jackson","illinois",60071,89.9,35.6,32896,103.1,1348,17379,135149
"jackson","indiana",43083,85,13.4,45666,83.2,1016,17669,29866
"jackson","iowa",19712,87.5,14.6,45042,31.2,546,4683,14957
"jackson","kansas",13449,93.4,18.7,54440,20.5,267,2900,12124
"jackson","kentucky",13331,63.1,5.7,21448,39.1,105,1172,9183
"jackson","louisiana",16216,81.6,13.4,39809,28.6,256,2889,7024
"jackson","michigan",160309,88.9,17.9,47169,228.4,2995,46046,131980
"jackson","minnesota",10281,90.6,15.9,47455,14.6,321,5145,10420
"jackson","mississippi",140298,85,18.6,49620,193.2,2225,46652,67093
"jackson","missouri",677377,87.3,27.1,46874,1115.3,16752,314471,1854150
"jackson","north carolina",40448,83.5,27.1,36826,82.1,901,7749,87456
"jackson","ohio",32954,79.3,14,37243,79,582,8884,18200
"jackson","oklahoma",26237,82.4,20.7,41391,32.9,536,7733,12412
"jackson","oregon",206412,88.8,23.7,43386,73,5704,63060,186611
"jackson","south dakota",3191,85.9,16.7,38581,1.6,43,265,127
"jackson","tennessee",11441,69.5,9.3,32846,37.7,82,721,5372
"jackson","texas",14255,77.8,17.8,50010,17,282,3871,6526
"jackson","west virginia",29234,83.3,15.5,43191,62.9,514,6242,13529
"jackson","wisconsin",20485,85.2,15.8,44106,20.7,413,5945,11914
"james city","virginia",68967,93.1,45.6,75938,470.4,1626,22857,123815
"jasper","georgia",13630,81.9,16.7,44404,37.8,162,1318,6825
"jasper","illinois",9614,89.7,15.1,47731,19.6,207,1784,3181
"jasper","indiana",33456,87.5,14.3,55509,59.8,725,8353,91279
"jasper","iowa",36602,91.3,17.4,48881,50.4,763,7828,23858
"jasper","mississippi",16523,75.8,11.7,28914,25.2,210,3304,6462
"jasper","missouri",115258,82.3,19.3,39522,183.9,2925,51571,69663
"jasper","south carolina",25833,75.8,11.1,36696,37.8,526,5473,4364
"jasper","texas",35923,82.7,12.8,40099,38,612,8213,22863
"jay","indiana",21366,84.6,9.5,40144,55.4,411,6505,6758
"jeff davis","georgia",15156,76.4,11.6,35336,45.6,247,3369,4983
"jeff davis","texas",2307,84.9,31.7,49149,1,57,333,2934
"jefferson","alabama",660009,86.7,29,45750,592.5,16278,313651,1185426
"jefferson","arkansas",74723,82.6,16.9,37682,88.9,1408,22971,111250
"jefferson","colorado",545358,93.2,39.7,67827,699.5,15986,184960,975920
"jefferson","florida",14256,81,15.5,42096,24.7,247,1606,5877
"jefferson","georgia",16432,72,8.5,29178,32.2,314,3921,10180
"jefferson","idaho",26684,87.3,19.8,52799,23.9,424,3221,7147
"jefferson","illinois",38720,85.5,15.2,42679,68,968,16811,34834
"jefferson","indiana",32554,84.2,18.2,43635,89.9,687,10479,20590
"jefferson","iowa",16867,92.6,30.3,47784,38.7,656,6423,31182
"jefferson","kansas",18945,92.8,22.8,58083,35.9,311,2160,5606
"jefferson","kentucky",750828,87.6,29.2,46298,1948.1,19173,380789,1254075
"jefferson","louisiana",433676,83,23.3,48374,1463.1,11697,179200,415610
"jefferson","mississippi",7638,75.8,19.5,20375,14.9,57,654,1210
"jefferson","missouri",220209,86.7,16.7,56400,333.1,3885,39500,127608
"jefferson","montana",11401,93.6,33.5,59284,6.9,254,1488,18710
"jefferson","nebraska",7521,89.5,13.6,42979,13.2,231,2473,5866
"jefferson","new york",120262,88.1,20.6,45559,91.6,2471,29561,91159
"jefferson","ohio",68389,87.3,14.2,39453,170.7,1301,19353,37829
"jefferson","oklahoma",6377,77.1,11.3,34256,8.5,110,626,1785
"jefferson","oregon",21749,83.6,16.5,42867,12.2,348,3421,12149
"jefferson","pennsylvania",44764,86.5,12.3,40058,69.3,1179,13465,24700
"jefferson","tennessee",52191,78.8,13.4,38015,187.6,652,9944,26800
"jefferson","texas",251813,82.1,18,42883,287.9,5725,100093,205054
"jefferson","washington",29854,93.7,36.1,46887,16.6,999,6187,8207
"jefferson","west virginia",54504,86.3,28.7,65285,255.2,873,12768,47166
"jefferson","wisconsin",84498,90.1,22.5,55615,150.4,1915,29338,50724
"jefferson davis","louisiana",31432,76.8,12,43585,48.5,606,6590,10403
"jefferson davis","mississippi",12032,75.1,11.6,25842,30.6,149,1222,5495
"jenkins","georgia",9213,68.4,13.5,25467,24,98,708,1025
"jennings","indiana",28161,84.1,8.1,44815,75.7,407,6150,14027
"jerauld","south dakota",2047,83.4,14.6,43705,3.9,77,NA,636
"jerome","idaho",22499,71.7,12.4,39232,37.5,526,5347,4962
"jersey","illinois",22742,88.5,16.6,54469,62.2,434,4432,23587
"jessamine","kentucky",49635,84.7,27.2,48547,282.3,995,13567,59347
"jewell","kansas",3046,91,20,39713,3.4,80,519,891
"jim hogg","texas",5249,63.5,8.9,36752,4.7,98,1348,1020
"jim wells","texas",41754,68.8,10.8,37413,47.2,904,14759,13552
"jo daviess","illinois",22549,89.9,23.3,52487,37.7,727,7049,13963
"johnson","arkansas",25901,76.4,16,31400,38.7,387,7455,14745
"johnson","georgia",9897,69.9,11.5,31301,32.9,125,1144,1528
"johnson","illinois",12760,80.5,13,42172,36.6,179,1352,8085
"johnson","indiana",143191,90.7,26.4,62754,435.8,2969,39415,94896
"johnson","iowa",136317,95.3,50.6,53703,213.1,3017,58663,383947
"johnson","kansas",559913,95.6,51.3,74761,1149.6,16871,296871,1067354
"johnson","kentucky",23383,69.9,10.2,32421,89.2,417,4307,12749
"johnson","missouri",54397,91.1,24.4,47268,63.4,1099,9515,95950
"johnson","nebraska",5140,86,11.1,43643,13.9,124,885,2812
"johnson","tennessee",18095,70.1,10.7,32159,61.1,228,2639,7577
"johnson","texas",153441,82.1,16.3,55970,208.3,2510,32937,103207
"johnson","wyoming",8615,93.4,25.8,55094,2.1,407,2461,7482
"johnston","north carolina",174938,82.3,19.8,49888,213.4,3011,36519,124433
"johnston","oklahoma",11003,81.4,19.8,35789,17,170,1735,3436
"jones","georgia",28577,88.8,17.3,51265,72.8,332,2493,11352
"jones","iowa",20639,90.6,16.6,50745,35.9,503,4538,12337
"jones","mississippi",68641,77.9,16.1,37643,97.5,1357,25488,29827
"jones","north carolina",10275,81.2,12.5,40687,21.6,139,912,10940
"jones","south dakota",1013,89.7,16.5,50795,1,55,320,255
"jones","texas",19973,68.7,9.4,37872,21.8,299,2438,21039
"josephine","oregon",82930,87.4,16.8,37824,50.4,1981,19671,60174
"juab","utah",10341,90.3,14.1,54000,3,185,1933,13020
"judith basin","montana",2024,92.6,27.3,40046,1.1,51,162,374
"juneau","wisconsin",26631,85.4,12.5,45507,34.8,553,6092,17449
"juniata","pennsylvania",24904,80.9,11.5,45496,63,465,4938,7510
"kalamazoo","michigan",254580,92.3,33.6,46019,445.7,5567,103970,361967
"kalkaska","michigan",17099,86,10.4,39130,30.6,315,3083,7514
"kanabec","minnesota",16005,86.8,13.2,46863,31.1,295,3188,4093
"kanawha","west virginia",192179,86.5,24.1,44265,214.1,5291,87645,178199
"kandiyohi","minnesota",42379,88.1,21.4,49915,53,1399,19035,27367
"kane","illinois",522487,83.1,31.8,69496,990.8,12117,175282,800512
"kane","utah",7221,92.5,26.8,45439,1.8,266,2103,7150
"kankakee","illinois",113040,85.8,17.3,49266,167.7,2361,35778,53779
"karnes","texas",15233,69.4,10.1,39297,19.8,260,2601,6041
"kaufman","texas",106753,82.8,17.6,60575,132.4,1635,19594,66618
"kay","oklahoma",45831,85.8,19.2,40164,50.6,1105,14377,25002
